Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_8,2023,Environnement,2034232.26,Stable,Allocation de 2034232.26$ à Environnement en raison du contexte stable.
Entité_9,2019,Éducation,3307969.24,Croissance,Allocation de 3307969.24$ à Éducation en raison du contexte croissance.
Entité_7,2022,Éducation,2738267.77,Croissance,Allocation de 2738267.77$ à Éducation en raison du contexte croissance.
Entité_10,2022,Santé,5667353.31,Croissance,Allocation de 5667353.31$ à Santé en raison du contexte croissance.
Entité_7,2019,Sécurité,2403253.56,Récession,Allocation de 2403253.56$ à Sécurité en raison du contexte récession.
Entité_8,2021,Loisirs,1032261.48,Stable,Allocation de 1032261.48$ à Loisirs en raison du contexte stable.
Entité_2,2023,Développement économique,3253363.22,Stable,Allocation de 3253363.22$ à Développement économique en raison du contexte stable.
Entité_4,2020,Environnement,1397435.88,Stable,Allocation de 1397435.88$ à Environnement en raison du contexte stable.
Entité_3,2022,Environnement,2103684.3,Stable,Allocation de 2103684.3$ à Environnement en raison du contexte stable.
Entité_3,2020,Numérique,1342919.93,Croissance,Allocation de 1342919.93$ à Numérique en raison du contexte croissance.
Entité_7,2021,Transport,2948954.34,Stable,Allocation de 2948954.34$ à Transport en raison du contexte stable.
Entité_2,2021,Santé,5503367.08,Croissance,Allocation de 5503367.08$ à Santé en raison du contexte croissance.
Entité_10,2022,Culture,912800.03,Récession,Allocation de 912800.03$ à Culture en raison du contexte récession.
Entité_4,2022,Administration,2120489.92,Croissance,Allocation de 2120489.92$ à Administration en raison du contexte croissance.
Entité_5,2022,Numérique,1268397.66,Stable,Allocation de 1268397.66$ à Numérique en raison du contexte stable.
Entité_3,2023,Sécurité,2333669.39,Croissance,Allocation de 2333669.39$ à Sécurité en raison du contexte croissance.
Entité_3,2021,Loisirs,642411.14,Récession,Allocation de 642411.14$ à Loisirs en raison du contexte récession.
Entité_3,2023,Culture,1071085.59,Croissance,Allocation de 1071085.59$ à Culture en raison du contexte croissance.
Entité_1,2022,Numérique,920018.7,Récession,Allocation de 920018.7$ à Numérique en raison du contexte récession.
Entité_1,2022,Numérique,1650124.67,Récession,Allocation de 1650124.67$ à Numérique en raison du contexte récession.
Entité_3,2019,Culture,916159.19,Stable,Allocation de 916159.19$ à Culture en raison du contexte stable.
Entité_9,2019,Transport,2007063.54,Croissance,Allocation de 2007063.54$ à Transport en raison du contexte croissance.
Entité_8,2019,Sécurité,3110944.34,Stable,Allocation de 3110944.34$ à Sécurité en raison du contexte stable.
Entité_10,2021,Transport,2687355.09,Stable,Allocation de 2687355.09$ à Transport en raison du contexte stable.
Entité_4,2022,Administration,2037985.72,Croissance,Allocation de 2037985.72$ à Administration en raison du contexte croissance.
Entité_9,2019,Administration,1321861.92,Stable,Allocation de 1321861.92$ à Administration en raison du contexte stable.
Entité_5,2022,Sécurité,1978797.15,Croissance,Allocation de 1978797.15$ à Sécurité en raison du contexte croissance.
Entité_6,2022,Numérique,1601451.32,Croissance,Allocation de 1601451.32$ à Numérique en raison du contexte croissance.
Entité_3,2019,Culture,1140988.21,Stable,Allocation de 1140988.21$ à Culture en raison du contexte stable.
Entité_8,2022,Loisirs,527866.3,Récession,Allocation de 527866.3$ à Loisirs en raison du contexte récession.
Entité_8,2019,Administration,1694728.44,Croissance,Allocation de 1694728.44$ à Administration en raison du contexte croissance.
Entité_1,2023,Développement économique,4142726.82,Stable,Allocation de 4142726.82$ à Développement économique en raison du contexte stable.
Entité_2,2023,Éducation,4509314.12,Croissance,Allocation de 4509314.12$ à Éducation en raison du contexte croissance.
Entité_9,2021,Développement économique,3159789.32,Croissance,Allocation de 3159789.32$ à Développement économique en raison du contexte croissance.
Entité_8,2019,Administration,2158827.61,Croissance,Allocation de 2158827.61$ à Administration en raison du contexte croissance.
Entité_9,2023,Environnement,1140552.81,Croissance,Allocation de 1140552.81$ à Environnement en raison du contexte croissance.
Entité_7,2020,Administration,1477196.69,Stable,Allocation de 1477196.69$ à Administration en raison du contexte stable.
Entité_7,2022,Logement,1253354.24,Stable,Allocation de 1253354.24$ à Logement en raison du contexte stable.
Entité_3,2019,Culture,1185077.4,Récession,Allocation de 1185077.4$ à Culture en raison du contexte récession.
Entité_1,2020,Culture,978964.91,Croissance,Allocation de 978964.91$ à Culture en raison du contexte croissance.
Entité_9,2020,Environnement,1501266.64,Récession,Allocation de 1501266.64$ à Environnement en raison du contexte récession.
Entité_3,2019,Recherche,694857.57,Croissance,Allocation de 694857.57$ à Recherche en raison du contexte croissance.
Entité_4,2021,Administration,1980146.5,Croissance,Allocation de 1980146.5$ à Administration en raison du contexte croissance.
Entité_3,2020,Administration,2220422.2,Stable,Allocation de 2220422.2$ à Administration en raison du contexte stable.
Entité_3,2019,Numérique,698532.77,Stable,Allocation de 698532.77$ à Numérique en raison du contexte stable.
Entité_8,2022,Environnement,1513259.98,Croissance,Allocation de 1513259.98$ à Environnement en raison du contexte croissance.
Entité_9,2019,Sécurité,1973397.38,Récession,Allocation de 1973397.38$ à Sécurité en raison du contexte récession.
Entité_9,2019,Numérique,1088327.56,Croissance,Allocation de 1088327.56$ à Numérique en raison du contexte croissance.
Entité_9,2022,Environnement,1892286.84,Croissance,Allocation de 1892286.84$ à Environnement en raison du contexte croissance.
Entité_10,2021,Transport,3640606.37,Stable,Allocation de 3640606.37$ à Transport en raison du contexte stable.
Entité_1,2023,Environnement,2495306.12,Croissance,Allocation de 2495306.12$ à Environnement en raison du contexte croissance.
Entité_4,2019,Transport,2272243.51,Stable,Allocation de 2272243.51$ à Transport en raison du contexte stable.
Entité_1,2021,Administration,2171456.57,Récession,Allocation de 2171456.57$ à Administration en raison du contexte récession.
Entité_6,2019,Logement,3249936.58,Récession,Allocation de 3249936.58$ à Logement en raison du contexte récession.
Entité_2,2021,Environnement,1292341.46,Récession,Allocation de 1292341.46$ à Environnement en raison du contexte récession.
Entité_6,2023,Sécurité,2676502.34,Croissance,Allocation de 2676502.34$ à Sécurité en raison du contexte croissance.
Entité_8,2023,Logement,2682451.96,Stable,Allocation de 2682451.96$ à Logement en raison du contexte stable.
Entité_9,2023,Numérique,780792.86,Croissance,Allocation de 780792.86$ à Numérique en raison du contexte croissance.
Entité_7,2019,Transport,2228476.43,Croissance,Allocation de 2228476.43$ à Transport en raison du contexte croissance.
Entité_2,2020,Logement,2209822.73,Croissance,Allocation de 2209822.73$ à Logement en raison du contexte croissance.
Entité_2,2023,Administration,1964707.6,Croissance,Allocation de 1964707.6$ à Administration en raison du contexte croissance.
Entité_2,2022,Loisirs,998150.57,Récession,Allocation de 998150.57$ à Loisirs en raison du contexte récession.
Entité_10,2022,Logement,2455165.07,Croissance,Allocation de 2455165.07$ à Logement en raison du contexte croissance.
Entité_3,2021,Culture,1239858.7,Croissance,Allocation de 1239858.7$ à Culture en raison du contexte croissance.
Entité_2,2022,Recherche,1838862.59,Croissance,Allocation de 1838862.59$ à Recherche en raison du contexte croissance.
Entité_1,2023,Environnement,1503713.9,Stable,Allocation de 1503713.9$ à Environnement en raison du contexte stable.
Entité_9,2023,Administration,1883222.68,Récession,Allocation de 1883222.68$ à Administration en raison du contexte récession.
Entité_6,2023,Logement,2991012.28,Croissance,Allocation de 2991012.28$ à Logement en raison du contexte croissance.
Entité_1,2023,Culture,1025895.54,Récession,Allocation de 1025895.54$ à Culture en raison du contexte récession.
Entité_5,2022,Développement économique,2987211.72,Croissance,Allocation de 2987211.72$ à Développement économique en raison du contexte croissance.
Entité_8,2021,Numérique,1279699.11,Stable,Allocation de 1279699.11$ à Numérique en raison du contexte stable.
Entité_6,2021,Logement,2271337.64,Récession,Allocation de 2271337.64$ à Logement en raison du contexte récession.
Entité_2,2023,Culture,897482.27,Croissance,Allocation de 897482.27$ à Culture en raison du contexte croissance.
Entité_1,2023,Éducation,4946118.82,Stable,Allocation de 4946118.82$ à Éducation en raison du contexte stable.
Entité_6,2020,Recherche,1742628.14,Stable,Allocation de 1742628.14$ à Recherche en raison du contexte stable.
Entité_3,2022,Environnement,2140378.67,Récession,Allocation de 2140378.67$ à Environnement en raison du contexte récession.
Entité_6,2022,Sécurité,2294105.75,Stable,Allocation de 2294105.75$ à Sécurité en raison du contexte stable.
Entité_2,2021,Éducation,3387377.37,Récession,Allocation de 3387377.37$ à Éducation en raison du contexte récession.
Entité_6,2023,Sécurité,1666228.41,Récession,Allocation de 1666228.41$ à Sécurité en raison du contexte récession.
Entité_8,2020,Loisirs,601478.43,Stable,Allocation de 601478.43$ à Loisirs en raison du contexte stable.
Entité_4,2019,Développement économique,3924160.01,Récession,Allocation de 3924160.01$ à Développement économique en raison du contexte récession.
Entité_5,2020,Sécurité,1657353.91,Récession,Allocation de 1657353.91$ à Sécurité en raison du contexte récession.
Entité_10,2023,Logement,1367192.12,Récession,Allocation de 1367192.12$ à Logement en raison du contexte récession.
Entité_2,2020,Sécurité,1339425.68,Stable,Allocation de 1339425.68$ à Sécurité en raison du contexte stable.
Entité_5,2019,Recherche,1402509.82,Stable,Allocation de 1402509.82$ à Recherche en raison du contexte stable.
Entité_6,2020,Éducation,4269482.73,Stable,Allocation de 4269482.73$ à Éducation en raison du contexte stable.
Entité_6,2019,Éducation,3933901.44,Croissance,Allocation de 3933901.44$ à Éducation en raison du contexte croissance.
Entité_2,2020,Santé,5942842.18,Croissance,Allocation de 5942842.18$ à Santé en raison du contexte croissance.
Entité_1,2019,Recherche,1473411.38,Stable,Allocation de 1473411.38$ à Recherche en raison du contexte stable.
Entité_10,2019,Développement économique,3272949.97,Stable,Allocation de 3272949.97$ à Développement économique en raison du contexte stable.
Entité_2,2023,Développement économique,4723133.42,Récession,Allocation de 4723133.42$ à Développement économique en raison du contexte récession.
Entité_10,2021,Santé,4658820.9,Croissance,Allocation de 4658820.9$ à Santé en raison du contexte croissance.
Entité_1,2019,Culture,1044890.9,Stable,Allocation de 1044890.9$ à Culture en raison du contexte stable.
Entité_10,2021,Culture,868741.1,Récession,Allocation de 868741.1$ à Culture en raison du contexte récession.
Entité_10,2023,Loisirs,763913.01,Croissance,Allocation de 763913.01$ à Loisirs en raison du contexte croissance.
Entité_3,2021,Numérique,1314064.35,Stable,Allocation de 1314064.35$ à Numérique en raison du contexte stable.
Entité_7,2022,Loisirs,905134.96,Récession,Allocation de 905134.96$ à Loisirs en raison du contexte récession.
Entité_2,2021,Sécurité,2047251.66,Croissance,Allocation de 2047251.66$ à Sécurité en raison du contexte croissance.
Entité_10,2022,Environnement,1422049.34,Récession,Allocation de 1422049.34$ à Environnement en raison du contexte récession.
Entité_3,2019,Administration,2052082.35,Stable,Allocation de 2052082.35$ à Administration en raison du contexte stable.
Entité_8,2019,Administration,1705548.57,Croissance,Allocation de 1705548.57$ à Administration en raison du contexte croissance.
Entité_8,2022,Transport,2870701.33,Croissance,Allocation de 2870701.33$ à Transport en raison du contexte croissance.
Entité_2,2021,Éducation,4265871.52,Récession,Allocation de 4265871.52$ à Éducation en raison du contexte récession.
Entité_9,2022,Loisirs,957918.67,Récession,Allocation de 957918.67$ à Loisirs en raison du contexte récession.
Entité_7,2021,Loisirs,654157.28,Stable,Allocation de 654157.28$ à Loisirs en raison du contexte stable.
Entité_1,2023,Éducation,3858239.01,Récession,Allocation de 3858239.01$ à Éducation en raison du contexte récession.
Entité_7,2020,Logement,1997459.11,Récession,Allocation de 1997459.11$ à Logement en raison du contexte récession.
Entité_9,2023,Transport,2733334.33,Stable,Allocation de 2733334.33$ à Transport en raison du contexte stable.
Entité_4,2023,Logement,3000252.09,Croissance,Allocation de 3000252.09$ à Logement en raison du contexte croissance.
Entité_3,2021,Culture,892694.68,Croissance,Allocation de 892694.68$ à Culture en raison du contexte croissance.
Entité_3,2022,Recherche,1765441.7,Récession,Allocation de 1765441.7$ à Recherche en raison du contexte récession.
Entité_1,2019,Recherche,1354754.33,Croissance,Allocation de 1354754.33$ à Recherche en raison du contexte croissance.
Entité_8,2021,Numérique,1065331.05,Stable,Allocation de 1065331.05$ à Numérique en raison du contexte stable.
Entité_2,2020,Logement,1725815.85,Croissance,Allocation de 1725815.85$ à Logement en raison du contexte croissance.
